trade_id_v2_disc,symbol_v2_disc,strategy_name_v2_disc,direction_v2_disc,signal_time_v2_disc,entry_time,entry_price_v2_disc,exit_time_v2_disc,exit_price_v2_disc,exit_reason_v2_disc,stop_loss_v2_disc,take_profit_v2_disc,holding_bars_v2_disc,risk_pips_v2_disc,pnl_gross_pips_v2_disc,spread_cost_pips_v2_disc,slippage_cost_pips_v2_disc,commission_pips_v2_disc,pnl_net_pips_v2_disc,pnl_r_multiple_v2_disc,regime_v2_disc,session_v2_disc,year_v2_disc,metadata_v2_disc,trend_transition,adx_14,ema_stack,trade_id_v3_rep,symbol_v3_rep,strategy_name_v3_rep,direction_v3_rep,signal_time_v3_rep,entry_price_v3_rep,exit_time_v3_rep,exit_price_v3_rep,exit_reason_v3_rep,stop_loss_v3_rep,take_profit_v3_rep,holding_bars_v3_rep,risk_pips_v3_rep,pnl_gross_pips_v3_rep,spread_cost_pips_v3_rep,slippage_cost_pips_v3_rep,commission_pips_v3_rep,pnl_net_pips_v3_rep,pnl_r_multiple_v3_rep,regime_v3_rep,session_v3_rep,year_v3_rep,metadata_v3_rep,r_diff
228,GBPUSD,TF_PB,1,2024-04-04 10:00:00+00:00,2024-04-04 10:15:00+00:00,1.26593,2024-04-04 14:45:00+00:00,1.265025,SL,1.265125,1.26724,19,7.050000000000033,-7.049999999999557,1.2,0.8,0.7,-9.749999999999336,-1.3829787232079875,STRONG_BULL__LOW_VOL,LONDON,2024,{'atr': 0.00047000000000000215},RANGE_TO_TREND,27.81958990320256,1,56,GBPUSD,RANGE_TO_TREND_TFPB_V1,1,2024-04-04 10:00:00+00:00,1.26593,2024-04-04 10:30:00+00:00,1.266435,TP,1.265125,1.266535,2,7.050000000000033,7.049999999999557,1.2,0.8,0.7,4.349999999999777,0.6170212765081894,STRONG_BULL__LOW_VOL,LONDON,2024,"{'transition_quality': 'STRONG', 'adx_delta': 12.703763472067855}",-1.9999999997161768
263,GBPUSD,TF_PB,-1,2024-06-17 10:30:00+00:00,2024-06-17 10:45:00+00:00,1.26631,2024-06-17 11:00:00+00:00,1.267425,SL,1.267325,1.26458,2,9.150000000000228,-9.149999999999991,1.2,0.8,0.7,-11.84999999999977,-1.2950819670715183,STRONG_BEAR__NORMAL_VOL,LONDON,2024,{'atr': 0.0006100000000000153},RANGE_TO_TREND,40.20281513698161,-1,63,GBPUSD,RANGE_TO_TREND_TFPB_V1,-1,2024-06-17 10:30:00+00:00,1.26631,2024-06-17 11:00:00+00:00,1.267425,SL,1.267325,1.265495,2,9.150000000000228,-9.149999999999991,1.2,0.8,0.7,-11.84999999999977,-1.2950819670715183,STRONG_BEAR__NORMAL_VOL,LONDON,2024,"{'transition_quality': 'STRONG', 'adx_delta': 22.23031132238057}",0.0
279,GBPUSD,TF_PB,1,2024-07-08 14:00:00+00:00,2024-07-08 14:15:00+00:00,1.28219,2024-07-08 15:45:00+00:00,1.2838614285714287,TP,1.2811392857142858,1.2839614285714287,7,9.407142857143343,18.71428571428746,1.2,0.8,0.7,16.01428571428768,1.7023538342914426,STRONG_BULL__NORMAL_VOL,OVERLAP,2024,{'atr': 0.0006271428571428896},RANGE_TO_TREND,29.89423370816352,1,66,GBPUSD,RANGE_TO_TREND_TFPB_V1,1,2024-07-08 14:00:00+00:00,1.28219,2024-07-08 14:45:00+00:00,1.2829207142857144,TP,1.2811392857142858,1.2830207142857144,3,9.407142857143343,9.307142857144513,1.2,0.8,0.7,6.607142857144733,0.7023538343977868,STRONG_BULL__NORMAL_VOL,OVERLAP,2024,"{'transition_quality': 'STRONG', 'adx_delta': 14.551066455221292}",0.9999999998936558
321,GBPUSD,TF_PB,-1,2024-10-01 09:45:00+00:00,2024-10-01 10:00:00+00:00,1.33668,2024-10-01 10:00:00+00:00,1.3346628571428572,TP,1.3378285714285716,1.3345628571428572,1,10.885714285714704,22.171428571429175,1.2,0.8,0.7,19.471428571429396,1.7887139105968444,STRONG_BEAR__LOW_VOL,LONDON,2024,{'atr': 0.0007257142857143137},RANGE_TO_TREND,26.819459317390734,-1,76,GBPUSD,RANGE_TO_TREND_TFPB_V1,-1,2024-10-01 09:45:00+00:00,1.33668,2024-10-01 10:00:00+00:00,1.3357514285714285,TP,1.3378285714285716,1.3356514285714285,1,10.885714285714704,11.285714285715898,1.2,0.8,0.7,8.585714285716119,0.7887139106888389,STRONG_BEAR__LOW_VOL,LONDON,2024,"{'transition_quality': 'STRONG', 'adx_delta': 12.401784767515679}",0.9999999999080055
322,GBPUSD,TF_PB,-1,2024-10-01 10:00:00+00:00,2024-10-01 10:15:00+00:00,1.3342,2024-10-01 13:00:00+00:00,1.3315842857142857,TP,1.3357078571428573,1.3314842857142857,12,14.078571428571829,28.157142857143658,1.2,0.8,0.7,25.45714285714388,1.8082191779537753,STRONG_BEAR__EXPANSION,LONDON,2024,{'atr': 0.0009385714285714553},RANGE_TO_TREND,28.227354666027452,-1,77,GBPUSD,RANGE_TO_TREND_TFPB_V1,-1,2024-10-01 10:00:00+00:00,1.3342,2024-10-01 11:00:00+00:00,1.3329921428571427,TP,1.3357078571428573,1.3328921428571427,4,14.078571428571829,14.078571428572939,1.2,0.8,0.7,11.37857142857316,0.8082191780248841,STRONG_BEAR__EXPANSION,LONDON,2024,"{'transition_quality': 'STRONG', 'adx_delta': 13.68950452661811}",0.9999999999288912
331,GBPUSD,TF_PB,1,2024-10-16 07:00:00+00:00,2024-10-16 07:15:00+00:00,1.30733,2024-10-16 09:00:00+00:00,1.3065164285714286,SL,1.3066164285714286,1.3084871428571427,8,6.2357142857142165,-6.135714285715466,1.2,0.8,0.7,-8.835714285715245,-1.4169530352826742,STRONG_BULL__LOW_VOL,LONDON,2024,{'atr': 0.00041571428571428114},RANGE_TO_TREND,36.25016059484676,1,80,GBPUSD,RANGE_TO_TREND_TFPB_V1,1,2024-10-16 07:00:00+00:00,1.30733,2024-10-16 09:00:00+00:00,1.3065164285714286,SL,1.3066164285714286,1.3078635714285713,8,6.2357142857142165,-6.135714285715466,1.2,0.8,0.7,-8.835714285715245,-1.4169530352826742,STRONG_BULL__LOW_VOL,LONDON,2024,"{'transition_quality': 'STRONG', 'adx_delta': 20.165746308369336}",0.0
387,GBPUSD,TF_PB,1,2025-02-05 09:00:00+00:00,2025-02-05 09:15:00+00:00,1.24864,2025-02-05 09:15:00+00:00,1.2503942857142856,TP,1.2475178571428571,1.2504942857142856,1,9.921428571428144,19.542857142855752,1.2,0.8,0.7,16.842857142855973,1.697624189893643,STRONG_BULL__LOW_VOL,LONDON,2025,{'atr': 0.000661428571428543},RANGE_TO_TREND,28.769469050621804,1,89,GBPUSD,RANGE_TO_TREND_TFPB_V1,1,2025-02-05 09:00:00+00:00,1.24864,2025-02-05 09:15:00+00:00,1.249402142857143,TP,1.2475178571428571,1.249502142857143,1,9.921428571428144,9.621428571429114,1.2,0.8,0.7,6.921428571429334,0.6976241899945868,STRONG_BULL__LOW_VOL,LONDON,2025,"{'transition_quality': 'STRONG', 'adx_delta': 17.233913160543835}",0.9999999998990563
394,GBPUSD,TF_PB,1,2025-02-18 11:00:00+00:00,2025-02-18 11:15:00+00:00,1.2611,2025-02-18 12:15:00+00:00,1.2595200000000002,SL,1.2596200000000002,1.26394,5,14.39999999999989,-13.799999999999368,1.2,0.8,0.7,-16.499999999999147,-1.1458333332537112,STRONG_BULL__NORMAL_VOL,LONDON,2025,{'atr': 0.0009599999999999927},RANGE_TO_TREND,38.29713973477919,1,91,GBPUSD,RANGE_TO_TREND_TFPB_V1,1,2025-02-18 11:00:00+00:00,1.2611,2025-02-18 12:15:00+00:00,1.2595200000000002,SL,1.2596200000000002,1.2625,5,14.39999999999989,-13.799999999999368,1.2,0.8,0.7,-16.499999999999147,-1.1458333332537112,STRONG_BULL__NORMAL_VOL,LONDON,2025,"{'transition_quality': 'STRONG', 'adx_delta': 19.666876624092893}",0.0
427,GBPUSD,TF_PB,1,2025-04-15 14:45:00+00:00,2025-04-15 15:00:00+00:00,1.32322,2025-04-15 17:00:00+00:00,1.3211442857142857,SL,1.3212742857142856,1.3266614285714284,9,17.95714285714274,-18.15714285714476,1.8,0.8,0.7,-21.457142857144028,-1.1949085122644776,WEAK_BULL__LOW_VOL,OVERLAP,2025,{'atr': 0.001197142857142849},RANGE_TO_TREND,37.46463692565593,1,102,GBPUSD,RANGE_TO_TREND_TFPB_V1,1,2025-04-15 14:45:00+00:00,1.32322,2025-04-15 17:00:00+00:00,1.3211442857142857,SL,1.3212742857142856,1.3248657142857143,9,17.95714285714274,-18.15714285714476,1.8,0.8,0.7,-21.457142857144028,-1.1949085122644776,WEAK_BULL__LOW_VOL,OVERLAP,2025,"{'transition_quality': 'STRONG', 'adx_delta': 23.723025935528913}",0.0
480,GBPUSD,TF_PB,-1,2025-07-28 10:15:00+00:00,2025-07-28 10:30:00+00:00,1.34211,2025-07-28 15:15:00+00:00,1.3435374999999998,SL,1.3434074999999999,1.3398750000000001,20,11.774999999999107,-11.67499999999988,1.8,0.8,0.7,-14.974999999999149,-1.2717622079599595,STRONG_BEAR__NORMAL_VOL,LONDON,2025,{'atr': 0.0007849999999999405},RANGE_TO_TREND,35.40621177482633,-1,110,GBPUSD,RANGE_TO_TREND_TFPB_V1,-1,2025-07-28 10:15:00+00:00,1.34211,2025-07-28 10:45:00+00:00,1.3411825000000002,TP,1.3434074999999999,1.3410525000000002,2,11.774999999999107,11.87499999999675,1.8,0.8,0.7,8.57499999999748,0.7282377918700546,STRONG_BEAR__NORMAL_VOL,LONDON,2025,"{'transition_quality': 'STRONG', 'adx_delta': 24.068754483155736}",-1.9999999998300142
494,GBPUSD,TF_PB,-1,2025-08-19 07:00:00+00:00,2025-08-19 07:15:00+00:00,1.34969,2025-08-19 08:00:00+00:00,1.3507217857142857,SL,1.3505917857142857,1.3483064285714284,4,7.617857142857565,-7.71785714285711,1.8,0.8,0.7,-11.017857142856379,-1.4463197372689385,STRONG_BEAR__NORMAL_VOL,LONDON,2025,{'atr': 0.000507857142857171},RANGE_TO_TREND,42.434207575557544,-1,115,GBPUSD,RANGE_TO_TREND_TFPB_V1,-1,2025-08-19 07:00:00+00:00,1.34969,2025-08-19 08:00:00+00:00,1.3507217857142857,SL,1.3505917857142857,1.349068214285714,4,7.617857142857565,-7.71785714285711,1.8,0.8,0.7,-11.017857142856379,-1.4463197372689385,STRONG_BEAR__NORMAL_VOL,LONDON,2025,"{'transition_quality': 'STRONG', 'adx_delta': 25.0600202864512}",0.0
507,GBPUSD,TF_PB,1,2025-09-08 11:45:00+00:00,2025-09-08 12:00:00+00:00,1.35136,2025-09-08 15:30:00+00:00,1.3538985714285712,TP,1.3498907142857142,1.3539985714285712,15,13.692857142856681,27.38571428571257,1.2,0.8,0.7,24.68571428571279,1.8028169012767412,STRONG_BULL__NORMAL_VOL,OVERLAP,2025,{'atr': 0.0009128571428571121},RANGE_TO_TREND,37.93161352474924,1,118,GBPUSD,RANGE_TO_TREND_TFPB_V1,1,2025-09-08 11:45:00+00:00,1.35136,2025-09-08 13:45:00+00:00,1.3525292857142857,TP,1.3498907142857142,1.3526292857142856,8,13.692857142856681,13.692857142857395,1.2,0.8,0.7,10.992857142857616,0.802816901349882,STRONG_BULL__NORMAL_VOL,OVERLAP,2025,"{'transition_quality': 'STRONG', 'adx_delta': 22.053158948733085}",0.9999999999268592
525,GBPUSD,TF_PB,1,2025-10-07 07:00:00+00:00,2025-10-07 07:15:00+00:00,1.34795,2025-10-07 07:45:00+00:00,1.3470717857142858,SL,1.3471717857142858,1.3492064285714287,3,6.782142857143275,-6.782142857142404,1.2,0.8,0.7,-9.482142857142183,-1.398104265196513,WEAK_BULL__LOW_VOL,LONDON,2025,{'atr': 0.00045214285714288504},RANGE_TO_TREND,34.076088111141324,1,123,GBPUSD,RANGE_TO_TREND_TFPB_V1,1,2025-10-07 07:00:00+00:00,1.34795,2025-10-07 07:45:00+00:00,1.3470717857142858,SL,1.3471717857142858,1.3485282142857142,3,6.782142857143275,-6.782142857142404,1.2,0.8,0.7,-9.482142857142183,-1.398104265196513,WEAK_BULL__LOW_VOL,LONDON,2025,"{'transition_quality': 'STRONG', 'adx_delta': 20.19741674652297}",0.0
579,GBPUSD,TF_PB,-1,2026-01-09 10:00:00+00:00,2026-01-09 10:15:00+00:00,1.3424500000000001,2026-01-09 11:45:00+00:00,1.3408792857142857,TP,1.343450357142857,1.3407792857142857,7,8.903571428571233,17.70714285714403,1.2,0.8,0.7,15.007142857144252,1.6855194542834084,STRONG_BEAR__NORMAL_VOL,LONDON,2026,{'atr': 0.0005935714285714155},RANGE_TO_TREND,25.608672696098388,-1,131,GBPUSD,RANGE_TO_TREND_TFPB_V1,-1,2026-01-09 10:00:00+00:00,1.3424500000000001,2026-01-09 10:30:00+00:00,1.3417696428571428,TP,1.343450357142857,1.3416696428571429,2,8.903571428571233,8.803571428572798,1.2,0.8,0.7,6.1035714285730185,0.6855194543957229,STRONG_BEAR__NORMAL_VOL,LONDON,2026,"{'transition_quality': 'MODERATE', 'adx_delta': 9.01158572237842}",0.9999999998876855
584,GBPUSD,TF_PB,-1,2026-01-21 13:45:00+00:00,2026-01-21 14:00:00+00:00,1.34083,2026-01-21 14:30:00+00:00,1.3423017857142856,SL,1.3422017857142856,1.3383864285714286,3,12.717857142856955,-12.717857142856559,1.2,0.8,0.7,-15.417857142856338,-1.2122999156586336,STRONG_BEAR__NORMAL_VOL,OVERLAP,2026,{'atr': 0.0008478571428571304},RANGE_TO_TREND,44.12860811300887,-1,134,GBPUSD,RANGE_TO_TREND_TFPB_V1,-1,2026-01-21 13:45:00+00:00,1.34083,2026-01-21 14:30:00+00:00,1.3423017857142856,SL,1.3422017857142856,1.3396582142857143,3,12.717857142856955,-12.717857142856559,1.2,0.8,0.7,-15.417857142856338,-1.2122999156586336,STRONG_BEAR__NORMAL_VOL,OVERLAP,2026,"{'transition_quality': 'STRONG', 'adx_delta': 27.483984431071363}",0.0
617,GBPUSD,TF_PB,-1,2026-03-12 15:30:00+00:00,2026-03-12 15:45:00+00:00,1.33766,2026-03-12 16:30:00+00:00,1.3354407142857143,TP,1.338969642857143,1.3353407142857143,4,12.096428571428357,24.19285714285735,1.2,0.8,0.7,21.49285714285757,1.7767936225281147,STRONG_BEAR__LOW_VOL,OVERLAP,2026,{'atr': 0.0008064285714285571},RANGE_TO_TREND,27.731145446162174,-1,141,GBPUSD,RANGE_TO_TREND_TFPB_V1,-1,2026-03-12 15:30:00+00:00,1.33766,2026-03-12 15:45:00+00:00,1.3366503571428572,TP,1.338969642857143,1.3365503571428572,1,12.096428571428357,12.096428571428675,1.2,0.8,0.7,9.396428571428896,0.7767936226107574,STRONG_BEAR__LOW_VOL,OVERLAP,2026,"{'transition_quality': 'STRONG', 'adx_delta': 15.998759461013284}",0.9999999999173573
625,GBPUSD,TF_PB,-1,2026-03-23 07:00:00+00:00,2026-03-23 07:15:00+00:00,1.33212,2026-03-23 08:00:00+00:00,1.3298857142857143,TP,1.3334371428571428,1.3297857142857143,4,12.171428571428134,24.34285714285611,1.2,0.8,0.7,21.642857142856332,1.7781690139384108,STRONG_BEAR__CONTRACTION,LONDON,2026,{'atr': 0.0008114285714285423},RANGE_TO_TREND,27.315490212465214,-1,144,GBPUSD,RANGE_TO_TREND_TFPB_V1,-1,2026-03-23 07:00:00+00:00,1.33212,2026-03-23 07:30:00+00:00,1.3311028571428571,TP,1.3334371428571428,1.3310028571428572,2,12.171428571428134,12.171428571428056,1.2,0.8,0.7,9.471428571428277,0.7781690140205767,STRONG_BEAR__CONTRACTION,LONDON,2026,"{'transition_quality': 'STRONG', 'adx_delta': 10.093556854775338}",0.9999999999178341
633,GBPUSD,TF_PB,1,2026-04-15 07:00:00+00:00,2026-04-15 07:15:00+00:00,1.35677,2026-04-15 09:45:00+00:00,1.3558157142857143,SL,1.3559157142857143,1.3581785714285717,11,7.542857142858025,-7.542857142857073,1.2,0.8,0.7,-10.242857142856852,-1.3579545452743162,WEAK_BULL__LOW_VOL,LONDON,2026,{'atr': 0.0005028571428572017},RANGE_TO_TREND,24.608378410452843,1,146,GBPUSD,RANGE_TO_TREND_TFPB_V1,1,2026-04-15 07:00:00+00:00,1.35677,2026-04-15 08:15:00+00:00,1.3573242857142858,TP,1.3559157142857143,1.3574242857142857,5,7.542857142858025,7.542857142857073,1.2,0.8,0.7,4.8428571428572935,0.6420454544602798,WEAK_BULL__LOW_VOL,LONDON,2026,"{'transition_quality': 'STRONG', 'adx_delta': 10.147307258827913}",-1.999999999734596
648,GBPUSD,TF_PB,-1,2026-05-14 15:15:00+00:00,2026-05-14 15:30:00+00:00,1.3511900000000001,2026-05-14 17:45:00+00:00,1.3486364285714287,TP,1.3526667857142858,1.3485364285714287,10,13.767857142857173,27.535714285713553,1.2,0.8,0.7,24.835714285713774,1.8038910504525947,STRONG_BEAR__LOW_VOL,OVERLAP,2026,{'atr': 0.0009178571428571448},RANGE_TO_TREND,32.910890357955864,-1,151,GBPUSD,RANGE_TO_TREND_TFPB_V1,-1,2026-05-14 15:15:00+00:00,1.3511900000000001,2026-05-14 16:15:00+00:00,1.3500132142857144,TP,1.3526667857142858,1.3499132142857144,4,13.767857142857173,13.767857142856776,1.2,0.8,0.7,11.067857142856997,0.8038910505252563,STRONG_BEAR__LOW_VOL,OVERLAP,2026,"{'transition_quality': 'STRONG', 'adx_delta': 14.499592938889611}",0.9999999999273383
