Pair,Strategy,Factor,Bucket,Trades,WinRate%,Exp(R),PF,Stable_Years%,Valid_Sample,Yearly_Exp_R
USDJPY,MS_BOS,combined_regime,RANGING__LOW_VOL,41,31.71,-0.307,0.76,0.0,True,"{np.int64(2023): -0.154, np.int64(2024): -0.238, np.int64(2025): -0.063, np.int64(2026): -1.316}"
USDJPY,MS_BOS,combined_regime,WEAK_BULL__EXPANSION,6,33.33,-0.315,0.38,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,STRONG_BULL__LOW_VOL,152,31.58,-0.32,0.61,0.0,True,"{np.int64(2023): -0.163, np.int64(2024): -0.48, np.int64(2025): -0.433, np.int64(2026): -0.247}"
USDJPY,MS_BOS,combined_regime,CHOPPY__EXPANSION,25,20.0,-0.426,0.34,33.3,True,"{np.int64(2023): -0.751, np.int64(2024): -0.548, np.int64(2025): 0.069, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,WEAK_BEAR__LOW_VOL,13,30.77,-0.441,0.65,0.0,False,"{np.int64(2023): -0.234, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,CHOPPY__CONTRACTION,43,27.91,-0.459,0.69,25.0,True,"{np.int64(2023): 0.22, np.int64(2024): -0.578, np.int64(2025): -0.548, np.int64(2026): -0.525}"
USDJPY,MS_BOS,combined_regime,STRONG_BULL__CONTRACTION,36,27.78,-0.475,0.67,0.0,True,"{np.int64(2023): None, np.int64(2024): -0.495, np.int64(2025): -0.288, np.int64(2026): -0.347}"
USDJPY,MS_BOS,combined_regime,RANGING__CONTRACTION,14,21.43,-0.635,0.26,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): -0.815}"
USDJPY,MS_BOS,combined_regime,WEAK_BEAR__HIGH_VOL,7,14.29,-0.658,0.5,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,WEAK_BEAR__NORMAL_VOL,28,10.71,-0.791,0.13,0.0,True,"{np.int64(2023): -0.504, np.int64(2024): -1.115, np.int64(2025): -0.906, np.int64(2026): None}"
USDJPY,MS_BOS,combined_regime,STRONG_BEAR__CONTRACTION,4,0.0,-1.181,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MS_BOS,session,OVERLAP,406,33.74,-0.176,0.76,0.0,True,"{np.int64(2023): -0.167, np.int64(2024): -0.094, np.int64(2025): -0.19, np.int64(2026): -0.292}"
USDJPY,MS_BOS,session,NY_LATE,662,35.2,-0.2,0.79,0.0,True,"{np.int64(2023): -0.082, np.int64(2024): -0.283, np.int64(2025): -0.199, np.int64(2026): -0.263}"
USDJPY,MS_BOS,session,ASIAN,1,0.0,-0.206,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MS_BOS,session,LONDON,726,31.54,-0.249,0.76,0.0,True,"{np.int64(2023): -0.233, np.int64(2024): -0.128, np.int64(2025): -0.275, np.int64(2026): -0.459}"
USDJPY,MS_BOS,day_of_week,Thursday,390,34.62,-0.162,0.79,0.0,True,"{np.int64(2023): -0.158, np.int64(2024): -0.289, np.int64(2025): -0.111, np.int64(2026): -0.056}"
USDJPY,MS_BOS,day_of_week,Tuesday,359,35.38,-0.162,0.82,0.0,True,"{np.int64(2023): -0.123, np.int64(2024): -0.061, np.int64(2025): -0.11, np.int64(2026): -0.495}"
USDJPY,MS_BOS,day_of_week,Wednesday,361,32.96,-0.216,0.73,0.0,True,"{np.int64(2023): -0.141, np.int64(2024): -0.171, np.int64(2025): -0.268, np.int64(2026): -0.341}"
USDJPY,MS_BOS,day_of_week,Monday,343,33.53,-0.233,0.77,0.0,True,"{np.int64(2023): -0.219, np.int64(2024): -0.207, np.int64(2025): -0.167, np.int64(2026): -0.449}"
USDJPY,MS_BOS,day_of_week,Friday,342,30.12,-0.308,0.74,0.0,True,"{np.int64(2023): -0.164, np.int64(2024): -0.147, np.int64(2025): -0.501, np.int64(2026): -0.464}"
USDJPY,MS_BOS,spread_bucket,Medium (1.0-1.5p),238,36.97,-0.073,0.91,0.0,True,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): -0.073, np.int64(2026): None}"
USDJPY,MS_BOS,spread_bucket,Low (<=1.0p),1554,32.88,-0.235,0.75,0.0,True,"{np.int64(2023): -0.16, np.int64(2024): -0.177, np.int64(2025): -0.35, np.int64(2026): -0.348}"
USDJPY,MS_BOS,spread_bucket,High (>1.5p),3,0.0,-0.734,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,MS_BOS,htf_alignment,OPPOSED,383,35.25,-0.134,0.84,0.0,True,"{np.int64(2023): -0.128, np.int64(2024): -0.051, np.int64(2025): -0.115, np.int64(2026): -0.309}"
USDJPY,MS_BOS,htf_alignment,NEUTRAL,597,33.0,-0.214,0.78,0.0,True,"{np.int64(2023): -0.111, np.int64(2024): -0.196, np.int64(2025): -0.223, np.int64(2026): -0.406}"
USDJPY,MS_BOS,htf_alignment,ALIGNED,815,32.76,-0.252,0.73,0.0,True,"{np.int64(2023): -0.207, np.int64(2024): -0.221, np.int64(2025): -0.281, np.int64(2026): -0.33}"
USDJPY,MS_BOS,direction_label,LONG,1026,34.8,-0.202,0.81,0.0,True,"{np.int64(2023): -0.15, np.int64(2024): -0.2, np.int64(2025): -0.204, np.int64(2026): -0.28}"
USDJPY,MS_BOS,direction_label,SHORT,769,31.47,-0.231,0.73,0.0,True,"{np.int64(2023): -0.174, np.int64(2024): -0.146, np.int64(2025): -0.248, np.int64(2026): -0.47}"
