Pair,Strategy,Factor,Bucket,Trades,WinRate%,Exp(R),PF,Stable_Years%,Valid_Sample,Yearly_Exp_R
GBPUSD,MS_BOS,combined_regime,WEAK_BEAR__EXPANSION,11,36.36,-0.104,1.74,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MS_BOS,combined_regime,STRONG_BULL__CONTRACTION,33,42.42,-0.14,0.96,33.3,True,"{np.int64(2023): None, np.int64(2024): 0.142, np.int64(2025): -0.144, np.int64(2026): -0.232}"
GBPUSD,MS_BOS,combined_regime,STRONG_BEAR__NORMAL_VOL,227,36.12,-0.202,0.72,25.0,True,"{np.int64(2023): -0.436, np.int64(2024): 0.074, np.int64(2025): -0.114, np.int64(2026): -0.309}"
GBPUSD,MS_BOS,combined_regime,WEAK_BULL__LOW_VOL,34,35.29,-0.219,0.65,0.0,True,"{np.int64(2023): -0.209, np.int64(2024): -0.012, np.int64(2025): -0.503, np.int64(2026): -0.337}"
GBPUSD,MS_BOS,combined_regime,CHOPPY__NORMAL_VOL,451,34.59,-0.224,0.69,25.0,True,"{np.int64(2023): 0.004, np.int64(2024): -0.334, np.int64(2025): -0.231, np.int64(2026): -0.4}"
GBPUSD,MS_BOS,combined_regime,RANGING__LOW_VOL,30,36.67,-0.243,0.7,0.0,True,"{np.int64(2023): -0.501, np.int64(2024): -0.321, np.int64(2025): -0.026, np.int64(2026): None}"
GBPUSD,MS_BOS,combined_regime,STRONG_BULL__HIGH_VOL,63,31.75,-0.283,0.6,25.0,True,"{np.int64(2023): 0.236, np.int64(2024): -0.624, np.int64(2025): -0.345, np.int64(2026): -0.588}"
GBPUSD,MS_BOS,combined_regime,STRONG_BEAR__CONTRACTION,17,35.29,-0.297,0.67,50.0,False,"{np.int64(2023): None, np.int64(2024): 0.078, np.int64(2025): None, np.int64(2026): -0.403}"
GBPUSD,MS_BOS,combined_regime,CHOPPY__LOW_VOL,358,34.08,-0.307,0.65,0.0,True,"{np.int64(2023): -0.204, np.int64(2024): -0.457, np.int64(2025): -0.238, np.int64(2026): -0.314}"
GBPUSD,MS_BOS,combined_regime,STRONG_BEAR__HIGH_VOL,80,31.25,-0.319,0.58,0.0,True,"{np.int64(2023): -0.365, np.int64(2024): -0.173, np.int64(2025): -0.446, np.int64(2026): -0.309}"
GBPUSD,MS_BOS,combined_regime,STRONG_BULL__EXPANSION,22,27.27,-0.34,0.68,0.0,False,"{np.int64(2023): -0.316, np.int64(2024): -0.763, np.int64(2025): -0.376, np.int64(2026): None}"
GBPUSD,MS_BOS,combined_regime,STRONG_BULL__NORMAL_VOL,225,29.78,-0.391,0.54,0.0,True,"{np.int64(2023): -0.387, np.int64(2024): -0.587, np.int64(2025): -0.28, np.int64(2026): -0.278}"
GBPUSD,MS_BOS,combined_regime,STRONG_BEAR__LOW_VOL,74,29.73,-0.481,0.5,0.0,True,"{np.int64(2023): -0.616, np.int64(2024): -0.018, np.int64(2025): -0.781, np.int64(2026): -0.469}"
GBPUSD,MS_BOS,combined_regime,STRONG_BULL__LOW_VOL,127,27.56,-0.516,0.52,0.0,True,"{np.int64(2023): -0.638, np.int64(2024): -0.355, np.int64(2025): -0.617, np.int64(2026): -0.501}"
GBPUSD,MS_BOS,combined_regime,WEAK_BULL__NORMAL_VOL,46,23.91,-0.55,0.44,0.0,True,"{np.int64(2023): -0.496, np.int64(2024): -0.669, np.int64(2025): -0.438, np.int64(2026): -0.774}"
GBPUSD,MS_BOS,combined_regime,WEAK_BEAR__LOW_VOL,33,21.21,-0.65,0.33,0.0,True,"{np.int64(2023): -0.2, np.int64(2024): -0.655, np.int64(2025): -0.654, np.int64(2026): None}"
GBPUSD,MS_BOS,combined_regime,CHOPPY__CONTRACTION,62,25.81,-0.655,0.39,0.0,True,"{np.int64(2023): -1.125, np.int64(2024): -0.195, np.int64(2025): -0.56, np.int64(2026): -0.769}"
GBPUSD,MS_BOS,combined_regime,RANGING__CONTRACTION,13,23.08,-0.765,0.24,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): -0.467, np.int64(2026): None}"
GBPUSD,MS_BOS,combined_regime,RANGING__NORMAL_VOL,6,16.67,-0.894,0.18,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
GBPUSD,MS_BOS,session,NY_LATE,662,36.71,-0.221,0.68,0.0,True,"{np.int64(2023): -0.2, np.int64(2024): -0.172, np.int64(2025): -0.218, np.int64(2026): -0.334}"
GBPUSD,MS_BOS,session,OVERLAP,490,31.02,-0.281,0.69,0.0,True,"{np.int64(2023): -0.085, np.int64(2024): -0.396, np.int64(2025): -0.323, np.int64(2026): -0.333}"
GBPUSD,MS_BOS,session,LONDON,1019,32.97,-0.332,0.66,0.0,True,"{np.int64(2023): -0.318, np.int64(2024): -0.335, np.int64(2025): -0.358, np.int64(2026): -0.301}"
GBPUSD,MS_BOS,day_of_week,Thursday,455,36.92,-0.18,0.82,0.0,True,"{np.int64(2023): -0.053, np.int64(2024): -0.215, np.int64(2025): -0.207, np.int64(2026): -0.281}"
GBPUSD,MS_BOS,day_of_week,Tuesday,446,35.43,-0.224,0.75,0.0,True,"{np.int64(2023): -0.133, np.int64(2024): -0.297, np.int64(2025): -0.264, np.int64(2026): -0.164}"
GBPUSD,MS_BOS,day_of_week,Monday,407,33.66,-0.282,0.69,0.0,True,"{np.int64(2023): -0.303, np.int64(2024): -0.266, np.int64(2025): -0.331, np.int64(2026): -0.202}"
GBPUSD,MS_BOS,day_of_week,Wednesday,433,33.26,-0.318,0.6,0.0,True,"{np.int64(2023): -0.27, np.int64(2024): -0.359, np.int64(2025): -0.27, np.int64(2026): -0.438}"
GBPUSD,MS_BOS,day_of_week,Friday,430,28.84,-0.435,0.52,0.0,True,"{np.int64(2023): -0.404, np.int64(2024): -0.38, np.int64(2025): -0.481, np.int64(2026): -0.508}"
GBPUSD,MS_BOS,spread_bucket,High (>1.5p),254,34.65,-0.278,0.65,0.0,True,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): -0.278, np.int64(2026): None}"
GBPUSD,MS_BOS,spread_bucket,Medium (1.0-1.5p),1917,33.54,-0.288,0.68,0.0,True,"{np.int64(2023): -0.231, np.int64(2024): -0.3, np.int64(2025): -0.33, np.int64(2026): -0.319}"
GBPUSD,MS_BOS,htf_alignment,ALIGNED,892,33.97,-0.265,0.7,0.0,True,"{np.int64(2023): -0.277, np.int64(2024): -0.293, np.int64(2025): -0.23, np.int64(2026): -0.252}"
GBPUSD,MS_BOS,htf_alignment,NEUTRAL,769,33.68,-0.287,0.65,0.0,True,"{np.int64(2023): -0.191, np.int64(2024): -0.152, np.int64(2025): -0.387, np.int64(2026): -0.474}"
GBPUSD,MS_BOS,htf_alignment,OPPOSED,510,33.14,-0.323,0.65,0.0,True,"{np.int64(2023): -0.211, np.int64(2024): -0.525, np.int64(2025): -0.327, np.int64(2026): -0.162}"
GBPUSD,MS_BOS,direction_label,SHORT,1044,34.1,-0.267,0.69,0.0,True,"{np.int64(2023): -0.281, np.int64(2024): -0.205, np.int64(2025): -0.271, np.int64(2026): -0.337}"
GBPUSD,MS_BOS,direction_label,LONG,1127,33.27,-0.304,0.65,0.0,True,"{np.int64(2023): -0.18, np.int64(2024): -0.382, np.int64(2025): -0.341, np.int64(2026): -0.303}"
USDJPY,TF_PB,atr_bucket,80-100% (Highest),39,33.33,-0.072,1.09,25.0,True,"{np.int64(2023): 0.425, np.int64(2024): -0.054, np.int64(2025): -0.317, np.int64(2026): -0.443}"
USDJPY,TF_PB,atr_bucket,20-40% (Low),233,33.91,-0.163,0.81,25.0,True,"{np.int64(2023): 0.018, np.int64(2024): -0.256, np.int64(2025): -0.161, np.int64(2026): -0.317}"
USDJPY,TF_PB,atr_bucket,0-20% (Lowest),189,34.39,-0.241,0.73,0.0,True,"{np.int64(2023): -0.15, np.int64(2024): -0.299, np.int64(2025): -0.328, np.int64(2026): -0.201}"
USDJPY,TF_PB,atr_bucket,40-60% (Mid),145,31.72,-0.241,0.75,25.0,True,"{np.int64(2023): -0.41, np.int64(2024): 0.099, np.int64(2025): -0.218, np.int64(2026): -0.566}"
USDJPY,TF_PB,atr_bucket,60-80% (High),61,29.51,-0.27,0.7,0.0,True,"{np.int64(2023): -0.202, np.int64(2024): -0.215, np.int64(2025): -0.297, np.int64(2026): -0.472}"
USDJPY,TF_PB,adx_bucket,Medium (18-28),197,35.03,-0.163,0.84,25.0,True,"{np.int64(2023): 0.167, np.int64(2024): -0.282, np.int64(2025): -0.198, np.int64(2026): -0.456}"
USDJPY,TF_PB,adx_bucket,High (>28),470,32.34,-0.224,0.77,0.0,True,"{np.int64(2023): -0.228, np.int64(2024): -0.133, np.int64(2025): -0.255, np.int64(2026): -0.319}"
USDJPY,TF_PB,trend_regime,WEAK_BULL,219,36.53,-0.147,0.95,0.0,True,"{np.int64(2023): -0.165, np.int64(2024): -0.105, np.int64(2025): -0.059, np.int64(2026): -0.266}"
USDJPY,TF_PB,trend_regime,WEAK_BEAR,110,32.73,-0.164,0.85,0.0,True,"{np.int64(2023): -0.172, np.int64(2024): -0.197, np.int64(2025): -0.101, np.int64(2026): -0.261}"
USDJPY,TF_PB,trend_regime,STRONG_BEAR,147,30.61,-0.219,0.71,25.0,True,"{np.int64(2023): 0.052, np.int64(2024): -0.336, np.int64(2025): -0.163, np.int64(2026): -0.654}"
USDJPY,TF_PB,trend_regime,STRONG_BULL,191,31.41,-0.29,0.67,0.0,True,"{np.int64(2023): -0.161, np.int64(2024): -0.181, np.int64(2025): -0.639, np.int64(2026): -0.304}"
USDJPY,TF_PB,vol_regime,HIGH_VOL,43,39.53,0.098,1.35,50.0,True,"{np.int64(2023): 0.555, np.int64(2024): 0.017, np.int64(2025): -0.221, np.int64(2026): -0.048}"
USDJPY,TF_PB,vol_regime,LOW_VOL,267,35.96,-0.136,0.87,25.0,True,"{np.int64(2023): 0.121, np.int64(2024): -0.281, np.int64(2025): -0.194, np.int64(2026): -0.262}"
USDJPY,TF_PB,vol_regime,CONTRACTION,82,32.93,-0.277,0.63,25.0,True,"{np.int64(2023): -0.67, np.int64(2024): 0.198, np.int64(2025): -0.467, np.int64(2026): -0.221}"
USDJPY,TF_PB,vol_regime,NORMAL_VOL,274,29.56,-0.298,0.66,0.0,True,"{np.int64(2023): -0.302, np.int64(2024): -0.203, np.int64(2025): -0.222, np.int64(2026): -0.594}"
USDJPY,TF_PB,vol_regime,EXPANSION,1,0.0,-1.139,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,TF_PB,combined_regime,WEAK_BULL__HIGH_VOL,10,70.0,0.898,6.72,100.0,False,"{np.int64(2023): None, np.int64(2024): 0.697, np.int64(2025): None, np.int64(2026): None}"
USDJPY,TF_PB,combined_regime,STRONG_BULL__HIGH_VOL,6,50.0,0.409,2.25,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,TF_PB,combined_regime,WEAK_BEAR__NORMAL_VOL,49,42.86,0.115,1.12,100.0,True,"{np.int64(2023): 0.035, np.int64(2024): 0.301, np.int64(2025): 0.038, np.int64(2026): 0.13}"
USDJPY,TF_PB,combined_regime,STRONG_BEAR__LOW_VOL,48,41.67,0.095,1.14,50.0,True,"{np.int64(2023): 0.272, np.int64(2024): -0.019, np.int64(2025): 0.223, np.int64(2026): -0.65}"
USDJPY,TF_PB,combined_regime,WEAK_BULL__CONTRACTION,29,41.38,-0.067,1.06,50.0,True,"{np.int64(2023): -0.543, np.int64(2024): 0.234, np.int64(2025): 0.55, np.int64(2026): -0.174}"
USDJPY,TF_PB,combined_regime,WEAK_BEAR__LOW_VOL,39,33.33,-0.124,1.01,33.3,True,"{np.int64(2023): 0.126, np.int64(2024): -0.327, np.int64(2025): -0.04, np.int64(2026): None}"
USDJPY,TF_PB,combined_regime,STRONG_BULL__CONTRACTION,28,39.29,-0.15,0.56,33.3,True,"{np.int64(2023): None, np.int64(2024): 0.772, np.int64(2025): -1.186, np.int64(2026): -0.206}"
USDJPY,TF_PB,combined_regime,STRONG_BEAR__CONTRACTION,9,33.33,-0.163,1.06,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,TF_PB,combined_regime,WEAK_BULL__LOW_VOL,96,37.5,-0.166,0.79,25.0,True,"{np.int64(2023): 0.141, np.int64(2024): -0.24, np.int64(2025): -0.277, np.int64(2026): -0.231}"
USDJPY,TF_PB,combined_regime,STRONG_BEAR__HIGH_VOL,21,28.57,-0.169,0.93,50.0,False,"{np.int64(2023): 0.427, np.int64(2024): -0.283, np.int64(2025): None, np.int64(2026): None}"
USDJPY,TF_PB,combined_regime,STRONG_BULL__LOW_VOL,84,32.14,-0.239,0.71,50.0,True,"{np.int64(2023): 0.001, np.int64(2024): -0.415, np.int64(2025): -0.607, np.int64(2026): 0.091}"
USDJPY,TF_PB,combined_regime,WEAK_BULL__NORMAL_VOL,83,30.12,-0.267,0.77,0.0,True,"{np.int64(2023): -0.344, np.int64(2024): -0.084, np.int64(2025): -0.26, np.int64(2026): -0.488}"
USDJPY,TF_PB,combined_regime,STRONG_BEAR__NORMAL_VOL,69,23.19,-0.459,0.43,0.0,True,"{np.int64(2023): -0.282, np.int64(2024): -0.628, np.int64(2025): -0.222, np.int64(2026): -0.88}"
USDJPY,TF_PB,combined_regime,STRONG_BULL__NORMAL_VOL,73,26.03,-0.459,0.56,0.0,True,"{np.int64(2023): -0.449, np.int64(2024): -0.317, np.int64(2025): -0.44, np.int64(2026): -0.868}"
USDJPY,TF_PB,combined_regime,WEAK_BEAR__HIGH_VOL,6,16.67,-0.61,0.18,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,TF_PB,combined_regime,WEAK_BEAR__CONTRACTION,16,6.25,-0.946,0.12,0.0,False,"{np.int64(2023): -1.233, np.int64(2024): None, np.int64(2025): -0.484, np.int64(2026): None}"
USDJPY,TF_PB,combined_regime,WEAK_BULL__EXPANSION,1,0.0,-1.139,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,TF_PB,session,OVERLAP,246,34.96,-0.156,0.82,0.0,True,"{np.int64(2023): -0.088, np.int64(2024): -0.044, np.int64(2025): -0.222, np.int64(2026): -0.338}"
USDJPY,TF_PB,session,LONDON,398,33.17,-0.205,0.81,0.0,True,"{np.int64(2023): -0.115, np.int64(2024): -0.184, np.int64(2025): -0.246, np.int64(2026): -0.324}"
USDJPY,TF_PB,session,NY_LATE,23,13.04,-0.764,0.2,0.0,False,"{np.int64(2023): -0.282, np.int64(2024): -1.162, np.int64(2025): None, np.int64(2026): None}"
USDJPY,TF_PB,day_of_week,Wednesday,144,34.72,-0.168,0.91,25.0,True,"{np.int64(2023): 0.088, np.int64(2024): -0.156, np.int64(2025): -0.173, np.int64(2026): -0.467}"
USDJPY,TF_PB,day_of_week,Friday,138,32.61,-0.196,0.77,0.0,True,"{np.int64(2023): -0.004, np.int64(2024): -0.222, np.int64(2025): -0.187, np.int64(2026): -0.571}"
USDJPY,TF_PB,day_of_week,Tuesday,128,35.16,-0.201,0.76,0.0,True,"{np.int64(2023): -0.183, np.int64(2024): -0.318, np.int64(2025): -0.216, np.int64(2026): -0.05}"
USDJPY,TF_PB,day_of_week,Monday,121,33.06,-0.206,0.68,0.0,True,"{np.int64(2023): -0.22, np.int64(2024): -0.137, np.int64(2025): -0.291, np.int64(2026): -0.182}"
USDJPY,TF_PB,day_of_week,Thursday,136,30.15,-0.262,0.81,0.0,True,"{np.int64(2023): -0.266, np.int64(2024): -0.066, np.int64(2025): -0.332, np.int64(2026): -0.656}"
USDJPY,TF_PB,spread_bucket,Low (<=1.0p),594,33.33,-0.205,0.79,0.0,True,"{np.int64(2023): -0.11, np.int64(2024): -0.179, np.int64(2025): -0.261, np.int64(2026): -0.358}"
USDJPY,TF_PB,spread_bucket,Medium (1.0-1.5p),73,31.51,-0.213,0.76,0.0,True,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): -0.213, np.int64(2026): None}"
USDJPY,TF_PB,htf_alignment,NEUTRAL,225,34.67,-0.159,0.78,0.0,True,"{np.int64(2023): -0.111, np.int64(2024): -0.232, np.int64(2025): -0.147, np.int64(2026): -0.152}"
USDJPY,TF_PB,htf_alignment,ALIGNED,442,32.35,-0.231,0.79,0.0,True,"{np.int64(2023): -0.11, np.int64(2024): -0.158, np.int64(2025): -0.3, np.int64(2026): -0.472}"
USDJPY,TF_PB,direction_label,SHORT,257,31.52,-0.195,0.76,0.0,True,"{np.int64(2023): -0.036, np.int64(2024): -0.277, np.int64(2025): -0.132, np.int64(2026): -0.511}"
USDJPY,TF_PB,direction_label,LONG,410,34.15,-0.213,0.81,0.0,True,"{np.int64(2023): -0.163, np.int64(2024): -0.138, np.int64(2025): -0.345, np.int64(2026): -0.28}"
USDJPY,VE_BO,atr_bucket,20-40% (Low),130,35.38,-0.077,0.89,0.0,True,"{np.int64(2023): -0.1, np.int64(2024): -0.028, np.int64(2025): -0.06, np.int64(2026): -0.217}"
USDJPY,VE_BO,atr_bucket,80-100% (Highest),41,34.15,-0.146,0.87,25.0,True,"{np.int64(2023): -0.063, np.int64(2024): -0.303, np.int64(2025): 0.292, np.int64(2026): -0.41}"
USDJPY,VE_BO,atr_bucket,0-20% (Lowest),26,34.62,-0.16,0.71,33.3,True,"{np.int64(2023): -0.72, np.int64(2024): 0.367, np.int64(2025): -0.438, np.int64(2026): None}"
USDJPY,VE_BO,atr_bucket,60-80% (High),35,31.43,-0.178,1.13,50.0,True,"{np.int64(2023): 0.01, np.int64(2024): -0.56, np.int64(2025): 0.278, np.int64(2026): -0.632}"
USDJPY,VE_BO,atr_bucket,40-60% (Mid),91,30.77,-0.188,0.76,0.0,True,"{np.int64(2023): -0.296, np.int64(2024): -0.007, np.int64(2025): -0.002, np.int64(2026): -0.661}"
USDJPY,VE_BO,adx_bucket,Low (<18),65,44.62,0.23,1.31,50.0,True,"{np.int64(2023): -0.199, np.int64(2024): 0.553, np.int64(2025): 0.73, np.int64(2026): -0.561}"
USDJPY,VE_BO,adx_bucket,Medium (18-28),148,31.08,-0.202,0.75,25.0,True,"{np.int64(2023): 0.022, np.int64(2024): -0.218, np.int64(2025): -0.455, np.int64(2026): -0.312}"
USDJPY,VE_BO,adx_bucket,High (>28),110,30.0,-0.261,0.8,0.0,True,"{np.int64(2023): -0.404, np.int64(2024): -0.078, np.int64(2025): -0.199, np.int64(2026): -0.438}"
USDJPY,VE_BO,trend_regime,WEAK_BULL,47,40.43,0.071,1.14,75.0,True,"{np.int64(2023): 0.214, np.int64(2024): 0.032, np.int64(2025): 0.727, np.int64(2026): -0.366}"
USDJPY,VE_BO,trend_regime,WEAK_BEAR,29,34.48,-0.044,0.86,33.3,True,"{np.int64(2023): -0.172, np.int64(2024): -0.67, np.int64(2025): 0.683, np.int64(2026): None}"
USDJPY,VE_BO,trend_regime,CHOPPY,168,34.52,-0.1,0.89,50.0,True,"{np.int64(2023): -0.171, np.int64(2024): 0.025, np.int64(2025): 0.013, np.int64(2026): -0.474}"
USDJPY,VE_BO,trend_regime,STRONG_BULL,44,29.55,-0.298,0.75,25.0,True,"{np.int64(2023): -0.141, np.int64(2024): -0.369, np.int64(2025): -0.773, np.int64(2026): 0.044}"
USDJPY,VE_BO,trend_regime,STRONG_BEAR,35,22.86,-0.447,0.66,33.3,True,"{np.int64(2023): -1.169, np.int64(2024): 0.082, np.int64(2025): -0.336, np.int64(2026): None}"
USDJPY,VE_BO,vol_regime,EXPANSION,43,41.86,0.118,1.16,50.0,True,"{np.int64(2023): 0.152, np.int64(2024): -0.024, np.int64(2025): 0.682, np.int64(2026): -0.262}"
USDJPY,VE_BO,vol_regime,HIGH_VOL,26,42.31,0.072,1.17,50.0,True,"{np.int64(2023): 0.81, np.int64(2024): -0.113, np.int64(2025): 0.234, np.int64(2026): -0.425}"
USDJPY,VE_BO,vol_regime,LOW_VOL,146,36.99,-0.032,0.96,50.0,True,"{np.int64(2023): -0.135, np.int64(2024): 0.121, np.int64(2025): 0.047, np.int64(2026): -0.277}"
USDJPY,VE_BO,vol_regime,NORMAL_VOL,108,23.15,-0.424,0.58,0.0,True,"{np.int64(2023): -0.579, np.int64(2024): -0.32, np.int64(2025): -0.282, np.int64(2026): -0.798}"
USDJPY,VE_BO,combined_regime,STRONG_BULL__EXPANSION,6,66.67,0.689,3.48,100.0,False,"{np.int64(2023): 1.08, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,WEAK_BULL__LOW_VOL,24,50.0,0.375,1.64,100.0,False,"{np.int64(2023): 1.062, np.int64(2024): 0.076, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,WEAK_BULL__HIGH_VOL,6,50.0,0.235,1.95,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,CHOPPY__HIGH_VOL,13,46.15,0.211,1.58,50.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): 0.504, np.int64(2026): -0.484}"
USDJPY,VE_BO,combined_regime,CHOPPY__EXPANSION,20,45.0,0.203,1.65,50.0,False,"{np.int64(2023): -0.24, np.int64(2024): 0.921, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,WEAK_BEAR__EXPANSION,8,37.5,0.079,1.01,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,STRONG_BEAR__HIGH_VOL,2,50.0,0.008,1.55,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,WEAK_BEAR__LOW_VOL,11,36.36,-0.006,1.23,0.0,False,"{np.int64(2023): -0.275, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,CHOPPY__LOW_VOL,78,37.18,-0.03,0.87,50.0,True,"{np.int64(2023): -0.174, np.int64(2024): 0.092, np.int64(2025): 0.136, np.int64(2026): -0.223}"
USDJPY,VE_BO,combined_regime,WEAK_BEAR__NORMAL_VOL,9,33.33,-0.089,0.86,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,STRONG_BULL__HIGH_VOL,4,25.0,-0.316,0.5,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,STRONG_BULL__LOW_VOL,21,28.57,-0.324,0.83,0.0,False,"{np.int64(2023): -0.681, np.int64(2024): -0.071, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,STRONG_BEAR__LOW_VOL,12,25.0,-0.369,0.62,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,CHOPPY__NORMAL_VOL,57,24.56,-0.374,0.54,0.0,True,"{np.int64(2023): -0.266, np.int64(2024): -0.328, np.int64(2025): -0.469, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,WEAK_BULL__EXPANSION,4,25.0,-0.376,0.21,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,WEAK_BULL__NORMAL_VOL,13,23.08,-0.429,0.68,0.0,False,"{np.int64(2023): -1.171, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,STRONG_BEAR__EXPANSION,5,20.0,-0.453,0.32,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,STRONG_BEAR__NORMAL_VOL,16,18.75,-0.56,0.76,0.0,False,"{np.int64(2023): None, np.int64(2024): -0.262, np.int64(2025): -0.596, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,STRONG_BULL__NORMAL_VOL,13,15.38,-0.707,0.22,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,combined_regime,WEAK_BEAR__HIGH_VOL,1,0.0,-1.034,0.0,0.0,False,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,session,NY_LATE,16,37.5,0.058,1.01,0.0,False,"{np.int64(2023): -0.334, np.int64(2024): None, np.int64(2025): None, np.int64(2026): None}"
USDJPY,VE_BO,session,OVERLAP,112,35.71,-0.058,0.89,25.0,True,"{np.int64(2023): -0.211, np.int64(2024): -0.182, np.int64(2025): 0.228, np.int64(2026): -0.069}"
USDJPY,VE_BO,session,LONDON,195,31.79,-0.195,0.84,0.0,True,"{np.int64(2023): -0.14, np.int64(2024): -0.011, np.int64(2025): -0.279, np.int64(2026): -0.766}"
USDJPY,VE_BO,day_of_week,Thursday,60,41.67,0.154,1.22,75.0,True,"{np.int64(2023): 0.353, np.int64(2024): -0.291, np.int64(2025): 0.457, np.int64(2026): 0.015}"
USDJPY,VE_BO,day_of_week,Tuesday,78,34.62,-0.097,0.95,50.0,True,"{np.int64(2023): 0.074, np.int64(2024): 0.114, np.int64(2025): -0.515, np.int64(2026): -0.762}"
USDJPY,VE_BO,day_of_week,Friday,81,34.57,-0.12,0.87,50.0,True,"{np.int64(2023): -0.341, np.int64(2024): 0.152, np.int64(2025): 0.456, np.int64(2026): -0.946}"
USDJPY,VE_BO,day_of_week,Wednesday,78,29.49,-0.269,0.74,25.0,True,"{np.int64(2023): -0.475, np.int64(2024): -0.381, np.int64(2025): -0.063, np.int64(2026): 0.168}"
USDJPY,VE_BO,day_of_week,Monday,26,19.23,-0.559,0.35,0.0,True,"{np.int64(2023): -0.653, np.int64(2024): -0.223, np.int64(2025): -0.757, np.int64(2026): None}"
USDJPY,VE_BO,spread_bucket,Medium (1.0-1.5p),28,35.71,-0.02,0.99,0.0,True,"{np.int64(2023): None, np.int64(2024): None, np.int64(2025): -0.02, np.int64(2026): None}"
USDJPY,VE_BO,spread_bucket,Low (<=1.0p),295,33.22,-0.146,0.85,25.0,True,"{np.int64(2023): -0.178, np.int64(2024): -0.073, np.int64(2025): 0.002, np.int64(2026): -0.402}"
USDJPY,VE_BO,htf_alignment,OPPOSED,91,37.36,-0.012,1.05,75.0,True,"{np.int64(2023): 0.039, np.int64(2024): 0.098, np.int64(2025): 0.024, np.int64(2026): -0.546}"
USDJPY,VE_BO,htf_alignment,NEUTRAL,106,36.79,-0.032,1.01,25.0,True,"{np.int64(2023): -0.156, np.int64(2024): 0.203, np.int64(2025): -0.135, np.int64(2026): -0.041}"
USDJPY,VE_BO,htf_alignment,ALIGNED,126,27.78,-0.31,0.64,25.0,True,"{np.int64(2023): -0.38, np.int64(2024): -0.35, np.int64(2025): 0.105, np.int64(2026): -0.658}"
USDJPY,VE_BO,direction_label,LONG,164,37.2,-0.022,1.06,50.0,True,"{np.int64(2023): 0.04, np.int64(2024): -0.039, np.int64(2025): 0.181, np.int64(2026): -0.408}"
USDJPY,VE_BO,direction_label,SHORT,159,29.56,-0.251,0.71,0.0,True,"{np.int64(2023): -0.409, np.int64(2024): -0.115, np.int64(2025): -0.146, np.int64(2026): -0.395}"
